"","headline","clickbait"
"13799","We Know Your Method For Falling Asleep Based On Your Shirt Color",1
"2193","17 Beavers Who Just Want To Be Your Feminist Ally",1
"10102","We Can Guess Your Grade Level With 10 Simple Questions",1
"3467","FYI, The Love Child Of Zayn And Liam From One Direction Has Been Found",1
"22868","Fred Thompson confirms US Presidential bid",0
"9877","How Much Would Chris Traeger Like You Based On Your Zodiac Sign",1
"2751","I'm A Democrat, But I'm Not",1
"4002","Which Character From ""Awkward"" Are You",1
"8065","What Would You Do If You Won The Lottery",1
"5358","The Best Tumblr Posts About Dating In 2015",1
"22847","Nine die in bush-fires in South Australia",0
"10368","Are You More Queen Elsa Or Jack Frost",1
"13582","Which Disney Couple Are You And Your Significant Other Based On Your Zodiac",1
"27022","Australian Police alerted to child-sex claims at St Stanislaus in 1997",0
"2483","Arjun Kapoor Was In ""Neerja"" And No One Noticed",1
"2584","The 12 Sassiest Anderson Cooper Comebacks Of 2015",1
"9467","Which Iconic Celebrity GIF Are You Based On Your Biggest 2015 Achievement",1
"30081","Boeing Executive Sees Recovery in Airline Traffic",0
"1097","What New Book Should You Read This Winter",1
"26860","Florida man charged with stealing Wi-Fi",0
"11416","29 Ways To Manage Your ADHD At Work",1
"30840","CanadaVOTES: NDP incumbent David Christopherson running in Hamilton Centre",0
"23408","South Africa Under the Microscope One Year Before the World Cup",0
"13036","10 Delicious Recipes That Are Made With Coconut Milk",1
"27294","Player and Coach Transform More Than Cleveland State",0
"14637","19 Brutally Honest Confessions From Bridesmaids",1
"5648","19 Of The Most Lol-Worthy Tumblr Posts About Dating",1
"11220","We Know If You Pay For Your Own Netflix Account",1
"17117","Waterboarding Used 266 Times on 2 Suspects",0
"21657","Oklahoma City suburbs on fire",0
"30865","Iraq Tries to Prove Autonomy, and Makes Inroads",0
"24309","Six Errors on the Path to  the Financial Crisis",0
"5072","This Video Of A Man Pushing A Bin Up An Icy Path Is The Funniest Thing You'll See Today",1
"27472","Man shot on London Underground unconnected to bombing, says Scotland Yard",0
"1871","This Polar Bear Loves To Wear A Bucket On Her Head",1
"5291","Ellen DeGeneres Dressed Up As A Kardashian For Halloween",1
"4206","Tell Us What Tiny But Wonderful Things You Are So Thankful For This Year",1
"17778","Angel McCoughtry Leads Louisville to Its First Final Four",0
"15726","Kristen Stewart Talks About Honesty, Privacy, And Her New Movie ""Equals""",1
"23123","Obama's first State of the Union speech focuses on economy, jobs",0
"30807","Disputed island disappears beneath sea on India-Bangladesh border",0
"13548","36 Photos Of Italy In The Fifties That Will Make You Want To Time Travel",1
"26771","Cash Cards Appearing in More Wallets",0
"11059","5 YA Books You Should Be Reading This January",1
"9836","Shia LaBeouf Is Asking His Fans to Call Him On The Phone And Touch His Soul",1
"7713","These BFFs Imitated Each Other And It Was Hilarious",1
"5778","11 Fat-Shaming Confessions",1
"13937","30 Seconds Anyone Who's Been Through A Breakup Will Recognize",1
"4751","Here's A 3-Ingredient Cheese Dip You Can Make In Minutes",1
"21485","IRA weapons decommissioned",0
"11472","13 Plus-Size Women On Loving Themselves, No Matter What Haters Say",1
"31985","Three new dinosaurs discovered in Australia",0
"12073","Disney Princesses As That Feeling Yr Foot Gets When It Falls Asleep",1
"20007","Nineteen-year sentence for murder handed down to music producer Phil Spector",0
"6139","22 Facts That Prove The World Is Stranger Than You Think",1
"23461","As Indian Outsourcing Changed, Satyam Hesitated",0
"5913","Marc Anthony Delivered A Powerful Speech About Being Latino In The U.S",1
"12170","Can You Match The Quote To The ""Grey's Anatomy"" Character",1
"29884","Apple updates iMac line",0
"14305","19 Gorgeous And Fluffy Chow Chows To Follow On Instagram",1
"8678","The 19 Creepiest And Weirdest Things Children Have Actually Said",1
"11476","We Can Predict Your 2016 Fortune With One Question",1
"3023","2015 You're Great And I'ma Let You Finish, But 2006 Had The Best Music Of All Time",1
"7666","Which Christmas Movie Is Actually The Best",1
"9238","Fast Food Fried Chicken Taste Test",1
"31437","A Good Day Spoiled by Indians and Bad Relief Pitching at New Yankee Stadium",0
"6935","19 Times Art History Reactions Were Too Funny",1
"23677","Indian Markets hits record close in Diwali trade",0
"6063","Is This A Classic Literature Quote Or Indie Lyric",1
"2057","28 Unexpected Halloween Costumes You Can Make Yourself",1
"8482","Can You Make It Into This Top Secret Club",1
"18465","Experts Find Flaws in Chinese Software Filter, Green Dam",0
"15713","20 Wonderful Local Stores From The Northwest You Can Shop Online",1
"24109","At NIF, a  Quest for Fusion Energy (or Maybe Folly)",0
"22192","Orrin Hatch accidentally compares Iraq to Vietnam",0
"16216","For Snowboarders, Olympic Qualifying Is Slippery Slope",0
"30948","Home Sales at Slowest Pace in More Than a Decade",0
"17456","UK government's Information Commissioner takes enforcement action against Liberal Democrat party for cold calling voters",0
"29589","Coaches Arrive at Same Sideline by Different Paths",0
"10401","34 Tweets About Food That Will Make You Laugh Every Time",1
"11262","18 Things Every Rom-Com Fan Needs In Their Life",1
"3006","What Animal Should Be Your New Favorite",1
"28204","No assassination plot against US presidential candidate Barack Obama",0
"4380","Latino Vs Hispanic",1
"15804","John Boyega Was Actually The Cutest Part Of The BAFTAs",1
"17985","Technical problem on Airbus A400M maiden flight",0
"13051","21 Ways To Cover Your Home With Pictures Of Your Own Cat",1
"11876","Which Of The ""Harry Potter"" Deathly Hallows Are You",1
"22040","Study: Herd animals detect Earth's magnetic field",0
"31549","US government 'can continue' eavesdropping",0
"7236","40 Thoughts Everyone Has When It Starts Raining Outside",1
"28973","Sunnis fighting al-Qa'eda insurgents in Western Iraq",0
"19947","44 dead and over 300,000 homeless after flooding in Brazil",0
"26610","Smashing Pumpkins may reunite",0
"17267","Softer Policy on Drugs Is Debated in Argentina",0
"6270","Which Top 2015 Song Are You Based On Your Zodiac Sign",1
"29843","U.S. Commander in Afghanistan Is Given More Leeway",0
"8634","Black Friday Brawl Video Of A Woman Stealing From A Little Kid Is Probably Fake",1
"22443","Quebec City mayor dies unexpectedly",0
"16233","European Union to fund scheme to reduce aircraft emissions and noise pollution",0
"26553","Herman Cain: SimCity rumor 'a lie'",0
"11445","9 Perks Of Having Big Hair",1
"17660","Governments Deal New Blow to Drought-Stricken California Farmers",0
"31305","US Singer Brandy involved in fatal car crash; sued for $50 million",0
"11562","Here's What Two Actual Southerners Think Of Reese Witherspoon's Draper James",1
"26209","Pope Benedict XVI to visit Benin in 2011",0
"5206","Adorable Baby Gorilla Is Born After Rare C-Section",1
"23087","As Others Run Out of Fuel, Martin Wins LifeLock 400 at Michigan",0
"17364","Police exchange shots in South Melbourne, Australia",0
"25423","Fall sweeps through Texas",0
"31965","At least nine dead after Indonesian ferry burns and sinks",0
"23155","Pushing an Agenda, and Raising Cash for It",0
"30809","Selgros Cash and Carry to open two new stores in Transylvania",0
"19756","Computer Science Programs Make a Comeback in Enrollment",0
"422","Everything You Need To Know About Being A Woman Standing In A Field",1
"25645","Illinois House impeaches Blagojevich",0
"15115","Which Adele Lyric Describes Your Love Life",1
"13479","13 Cute Ways To Add More India To Your Everyday Wardrobe",1
"28801","Where Iron Is Bigger Than Oil or Gold",0
"8119","The Cast Of ""Pretty Little Liars"" Think The Wine Moms Are Still In The Basement",1
"20777","San Francisco at Crossroads Over Immigration",0
"30849","Multifaith council commends Malaysian politician's comments on conversion to Islam",0
"8120","There's A New Hairstyle Called The ""Hun"" And It's Taking Over",1
"4266","Adults Sit On Santa's Lap For The First Time",1
"10052","16 Times Amy Schumer Made Us Cry From Laughing So Hard",1
"21685","University of North Carolina wins 2005 basketball tournament",0
"13761","Can You Guess The Movie From The Bed",1
"16184","Apple Says Jobs Has Returned to Work",0
"22539","Bomb blasts in Somalia kill at least 30",0
"23626","Australian rules football: 2010 VCFL Country Championship - Bendigo vs. Gippsland",0
"1466","34 Charming Accessories All Fairy Tale Lovers Need",1
"9594","16 Times Tumblr Horoscopes Went Too Far",1
"6553","22 Hilarious #NetflixPHShows That Should Actually Exist",1
"3519","Billy On The Street Talks Pizza Rat Being Gay, Donald Trump's Anus-Mouth, And Other Hilarious Hot Topics",1
"12154","Watch A Man React To The Modern World After 44 Years In Prison",1
"28051","Gaza Strip reports first swine flu cases",0
"18374","UK Christian group plans to highlight concerns about new law by using it to ban the Qur'an",0
"4968","You Must Watch The Cast Of ""Downton Abbey"" Reenact A Scene With American Accents",1
"28580","Absolute-Return Funds Try to Conquer the Zigzags",0
"12363","7 Disgusting Things On The Subway More Offensive Than Period Underwear Ads",1
"16931","American Samoa received eight minutes warning before 2009 tsunami",0
"9364","21 Cheap And Easy Decorating Tricks For Renters",1
"13436","22 Reasons You Need To Follow Daisy Ridley On Instagram",1
"24316","Former First Lady of Taiwan Admits Laundering $2.2 Million",0
"28848","Ex-Credit Suisse Executive Named to Run UBS",0
"7886","Which BuzzFeed Violet Character Are You",1
"21664","Regional council fights to keep sustainable growth on Australian Sunshine Coast",0
"1536","The 24 Best Fiction Books Of 2015",1
"5923","Magicians Play Magic: The Gathering",1
"17560","Red Cross urges Sri Lanka to respect lives of Tamil civilians",0
"18192","Tata Motors to Offer Lineup of Bigger Trucks",0
"22691","Gen. Petraeus, Amb. Crocker testify before US Armed Services Committee",0
"19173","Crisis in Europe and U.S. Hurts Asian Economies",0
"17047","Saudi Arabia blocks access to Blogger, Flickr, LiveJournal",0
"14437","People With Disabilities Make Fun Of Donald Trump",1
"20652","2007 Twenty20 World Championship: England vs Australia",0
"864","18 Things Only People Who Love Workout Classes Will Know",1
"1277","Are You More Harry Or Marv From ""Home Alone?""",1
"6011","35 Photos Of People Taken The Moment They Got The Fright Of Their Lives",1
"8010","33 Beautiful Things For Your Home That Cost Less Than $40",1
"11100","Would You Pass Fourth Grade Anatomy Today",1
"16845","Elderly man in Scotland dies after contracting H1N1 swine flu virus",0
"24016","Dow Jones Industrial closes above 14,000 for first time ever",0
"12237","27 Tips And Hacks To Get The Most Out Of Your Tiny Home",1
"25199","Telescope takes first image of planet outside our solar system",0
"19522","Exceptions to Iraq Deadline Are Proposed",0
"29969","Gisela Dulko knocks Maria Sharapova out of Wimbledon",0
"3970","26 Things You Learn When You Date Someone Who Loves Harry Potter",1
"6766","14 Duets That Prove Two Voices Are Better Than One",1
"4072","Everyone's Freaking Out Over This Morrisons Pizza Because It Looks Rude",1
"23338","Win Willy, a 56-to-1 Long Shot, Upsets Old Fashioned in the Rebel Stakes",0
"30134","California Supreme Court defers ruling on same-sex marriage ban",0
"6824","16 Chocolate Chip Cookies That Prove God Exists",1
"24485","US Airways jet makes emergency landing in river by New York City",0
"3344","We Know Which Member Of Your Friend Group You Are Based On Your Zodiac Sign",1
"16126","Hitler doll story found to be hoaxed",0
"6071","This Pattern Quiz Will Determine Your Social Behavior",1
"6461","I Worked At An Aquarium For A Day And This Is What I Learned",1
"6142","15 Easy And Affordable Stocking Fillers To Buy Right Now",1
"19069","Smoke bomb thrown in Ukrainian parliament during naval base debate",0
"5645","Here Are The Best Bags And Packing Tips For Every Trip",1
"21824","North Korea Vows to Produce Nuclear Weapons",0
"3218","38 Times Tom Hardy Melted Your Heart With His Love For Dogs",1
"29815","Japanese company recalls two million needles in US",0
"18148","Madoff prosecutors want assets from wife and children",0
"21248","A World of Lingo (Out of This World, Too)",0
"22239","Suicide bomber kills 30 in northwest Pakistan",0
"25882","From Blog to Print, Laughing All the Way to the Bank",0
"17404","US FAA to make airliner fuel tank inertion mandatory over 1996 air disaster",0
"244","Rory Williams Has Pretty Much Graduated From Companion To Doctor On ""Legends Of Tomorrow""",1
"1192","16 Times Bollywood Stars Gave You Intense Vacation Goals",1
"3137","17 You Know If You And Your Partner Are Basically The Same Person",1
"1044","How Many '00s British Singers Can You Remember",1
"19677","Search for child abductor continues in Australia",0
"9835","12 Movies Every Man Needs To See Before He Dies",1
"29580","Japan pledges 25% cut in greenhouse gas emissions by 2020",0
"30282","Woods Closes Gap at U.S. Open, Then Putting Fails Him",0
"31935","Virtual fence along US-Mexico border scrapped",0
